"Knowledge","Interest","Algeria","Argentina","Australia","Belgium","Bosnia.and.Herzegovina","Brazil","Cameroon","Chile","Colombia","Costa.Rica","Croatia","Ecuador","England","France","Germany","Ghana","Greece","Honduras","Iran","Italy","Ivory.Coast","Japan","Mexico","the.Netherlands","Nigeria","Portugal","Russia","South.Korea","Spain","Switzerland","United.States","Uruguay","China","India","Thailand","Turkey","Cuba","Ethiopia","Vietnam","Ireland","Gender","Age","Income","Education","Location","ID"
"Expert","A lot","4","5","2","3",,"2",,"5","5","1","3","4","2","3","3",,"4","3","4","5",,"1","5","2","2","4","2","3","4","2","3","4","4","5","5","4","4","1","5","1","Male","> 60","$100,000 - $149,999","Graduate degree","Pacific",3306527890
"Intermediate","Not much","3","3",,"3","3","3",,,,"3","3","3","3","3","3",,"3","3","3","3",,"3","3",,,,"3","3","3","3","3",,,"2","3","3","3",,"2","3","Male","45-60",,"Bachelor degree","Middle Atlantic",3306527784
"Advanced","A lot",,,,,,"3",,,,,,,"4","3","3",,"3",,"3","3",,"4","4",,,"4","3","5","3",,"4",,"4","4","4","3","3",,"4","4","Female","18-29","$25,000 - $49,999","Some college or Associate degree","Mountain",3306526846
"Intermediate","Not at all",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306526079
"Intermediate","Some","3",,,,,"3",,,,"3",,,"2","4","2","2","4","3","3","4",,"4","4","3",,"3","2","3","3",,"4",,"4","3","4",,"3",,"3","2","Male","> 60","$50,000 - $99,999","Graduate degree","New England",3306525877
"Intermediate","Some",,"3",,,,"4",,,,,,,"3","3","4",,"4","3",,"4",,"3","3",,,"5",,,,,"4",,"4","4","5",,"4",,,"4","Male","> 60","$25,000 - $49,999","Some college or Associate degree","West South Central",3306524765
"Intermediate","Some",,,,,,,,,,,,,,"4","3",,"4",,,,,"4","4",,,,,"4",,"3","4",,"3","3",,,,"3",,,"Male","45-60",,"Graduate degree","East South Central",3306524747
"Advanced","A lot",,"5",,,,"4",,,,"4","4",,"2","5","4",,"4",,"3","4",,"4","4",,,,"4","3","5",,"4",,"3","3","3","3",,,,,"Female","18-29","$150,000+","Bachelor degree","Mountain",3306523828
"Novice","Some",,,"4",,,"4",,"3","3",,,,"3","3","3",,,"3",,"5",,"4","4",,,,,,"4",,"4",,"3","3","3",,"3",,"3",,"Female","18-29",,"Bachelor degree","East North Central",3306523567
"Novice","Some",,,,,,"3",,,,,,,"3",,,,,,,"4",,,"4",,,,,,,"4","4",,,,,,,,,"3","Male","> 60","$100,000 - $149,999","Graduate degree","East North Central",3306523304
"Intermediate","A lot",,"4","3",,,"4",,"3","3","3",,"3","3","4","4",,"4",,"3","4",,"5","5",,,,"4","3","4","3","5",,"5","5","4",,"4","4","4","3","Male","> 60",,"Bachelor degree","Pacific",3306523124
"Advanced","A lot",,"4","3","3",,"3",,"3","3","3","3","3","3","3","4",,"5",,"4","5",,"5","5","3",,"4","4","4","5","3","3","4","3","4","5","5","3","4","5","4","Female","30-44","$25,000 - $49,999","Graduate degree","Pacific",3306523123
"Novice","Not at all",,,,,,,,,,,,,,,"4",,,,,"5",,,,,,,,,,,"4",,,"1",,,,,,,"Male","> 60","$25,000 - $49,999","Some college or Associate degree","Middle Atlantic",3306522791
"Novice","Some",,,,,,,,,"4",,,,,"4",,,,"3",,,,"3","4",,,,,,"4",,"4",,,,,,"4",,,,"Female","18-29",,"High school degree",,3306522765
"Novice","Not much",,,,,,,,,,,,,,,,,"4",,,,,,"5",,,,,"3",,,"5",,"3",,"4",,,,"3",,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","West South Central",3306522369
"Novice","Some",,,"4","4",,,,"3",,"3",,,"5","4","4",,"2",,,"5",,"4","4",,,,"3","2","4","4","5",,"4","1","2",,"3","3","2","5","Female","18-29","$50,000 - $99,999","Bachelor degree","West North Central",3306521759
"Novice","Some",,,,,,,,,,,,,"1","4","4",,"3",,,"3",,"4","5",,,,,,,,"5",,"5","2",,,"4",,,,"Male","> 60",,"Bachelor degree","Middle Atlantic",3306521214
"Intermediate","Some",,,,,,,,,,,,,,,,,,,,,,"4","5",,,"4","4",,"3",,"5",,"4","3","3","3","3",,,"3",,,,,,3306520943
"Novice","A lot","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","1","5","5","5","5","5","5","5","5","5","Female","30-44","$0 - $24,999","Bachelor degree","West South Central",3306520208
"Advanced","A lot","3","3","3","4","3","3","3","3","4","3","3","3","3","4","3","3","3","3","3","3","3","5","5","3","3","4","3","4","4","3","4","3","5","4","5","3","4","3","4","3","Female","30-44","$100,000 - $149,999","Bachelor degree","Middle Atlantic",3306520009
"Intermediate","Some",,"3",,"3",,"4",,"3","4","3",,,"3","4","4",,"4","3",,"5",,"3","5",,,,"3",,"3",,"4",,"3","3","5",,"3",,"4","3","Female","30-44","$50,000 - $99,999","Some college or Associate degree","New England",3306519779
"Novice","Not much",,,,,,,,,,,,,,"3",,,,,,"4",,,"3",,,,,,,,"5",,,,,,,,,,"Female","18-29","$50,000 - $99,999","Bachelor degree","East North Central",3306519265
"Intermediate","Some",,"3",,,,"3",,"3","3","4","3",,"1","3","3",,"3","3","1","5",,"2","5","2",,,,"2","3",,"4",,"3","1","3",,"4",,"2","2","Female","30-44","$100,000 - $149,999","Graduate degree","West South Central",3306518607
"Novice","Not much",,,,,,,,,,,,,,,,,,,,"5",,,"5",,,,,,,,"5",,"4",,,,,,,,"Male","> 60","$50,000 - $99,999","High school degree","Pacific",3306518254
"Novice","Some",,,"3","3","2","3",,"3","3","3",,,"3","3","3",,"3",,,"3","2","2","3","4",,"3","3","1","3","3","5",,"2","2","2",,"4",,"2","3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic",3306518220
"Intermediate","Not much",,,,,,"4",,,,,,,"3","2","3",,"3",,,"5",,"1","4",,,,,,,,"4",,"3","2","3",,"4",,"1","3","Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific",3306518049
"Intermediate","Some",,,"3","3",,"3",,"3",,,,,"3","4","3",,"4",,,"4",,"3","4","3",,,"3",,"3","3","4",,"3","2","4",,"3",,,"3","Female","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central",3306517816
"Intermediate","Some",,,"2",,,"3",,,,,,,"2","4","3",,"4",,,"5",,"4","4",,,"3","2","3","3",,"3",,"4","4","4",,"4",,,"2","Female","30-44","$100,000 - $149,999","Bachelor degree","South Atlantic",3306516865
"Intermediate","Some",,,,"4",,,,,,,,,"4","3","4",,,,,"5",,"3","5",,"2",,,,"5",,"5",,"4","2","2",,"4",,"2","5","Female","18-29",,"Some college or Associate degree","Pacific",3306516376
"Intermediate","A lot",,,,,,"4",,,"4",,,,"4","4","3",,"5",,"4","4",,"4","4",,,,,,"4",,"3",,"3","5","4",,,"4","5","4","Female","30-44","$50,000 - $99,999","Graduate degree","Pacific",3306515872
"Novice","Some",,,"4",,,,,,,,,,"4","5","4",,,,,"4",,"2","3",,,,,,,"5","3",,"3","2",,,,,,"4","Female","30-44","$50,000 - $99,999","Graduate degree","West North Central",3306515514
"Intermediate","Some",,,,,,,,,,,,,"3","3",,,"3",,,"4",,,"4",,,,,,,,"4",,"2","3","3",,,,,,"Female","30-44","$25,000 - $49,999","Bachelor degree","East North Central",3306513804
"Novice","Not at all",,,,,,,,,,,,,,,"3",,,"1",,"3",,,"4",,,,,"4",,,"3",,"3","3",,"3",,,,,"Female","18-29","$0 - $24,999","Some college or Associate degree","East North Central",3306513322
"Advanced","A lot",,,,,,,,,,,,,"2","4","3",,"3",,,"5",,"4","3",,,,"2","3",,,"4",,"4","4",,,"3",,,"2","Male","> 60","$100,000 - $149,999","Graduate degree","South Atlantic",3306513214
"Intermediate","Some",,,,,,,,,,,,"3","3",,"4",,"4",,,"5",,"4","5",,,,,,"3",,"5",,"4","5","4",,"4",,,"3","Female","18-29","$25,000 - $49,999","Bachelor degree","Mountain",3306512799
"Novice","Not much",,,,,,,"3",,,,,,"4","3","4",,,,,"3",,"3","4",,,,,,,,"4",,,,,,,,,"3","Male","> 60","$50,000 - $99,999","Some college or Associate degree","West South Central",3306511813
"Intermediate","Some",,"3",,,"2","2","3","3","3","4",,"2","3","2",,,"3","3",,"4",,"2","3",,,,"4",,"5",,"5",,"4","3",,"3","3",,"3",,"Female","18-29","$0 - $24,999","Some college or Associate degree","Middle Atlantic",3306511460
"Novice","Some","2","3","4","3","3","4","3","3","3","3","3","3","4","3","4","3","3","3","3","3","3","3","4","3","3","3","3","3","3","3","5","3","3","3","3","3","3","3","3","3","Male","45-60","$25,000 - $49,999","Some college or Associate degree","West North Central",3306511393
"Intermediate","A lot",,"4","3","4",,"4","4","4","4","4",,"4","4","4","4",,"4","4",,"4","4","4","4","4",,"4","4","4","4","4","3","4","4","5","5","4","4","4","4","4","Female","18-29","$25,000 - $49,999","Bachelor degree","West North Central",3306510624
"Novice","Some",,,,,,,,,"3",,,"3","3","3","4",,"5",,,"3",,,"5",,,,"3","3",,,,,"4","4","3","3",,"3",,"3","Female","30-44","$0 - $24,999",,"Middle Atlantic",3306510597
"Novice","Some",,,,,,,,,,,,,"2","4","3",,"2",,,"4",,"4","2",,,,,,"3",,"5",,"4","1","4",,,,,"3","Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic",3306508810
"Intermediate","A lot",,,,,,,,,,,,,"3","5","3",,"5",,"3","4",,"5","5",,,,"3",,"5","3","3",,"3","5","2","4",,,,"3","Female","30-44",,"Graduate degree","Pacific",3306508735
"Novice","Not much",,,,,,,,,,,,,"1","2","4",,"1",,,"3",,"1","3","1",,,"2","1","1","1","4",,"2","3","2",,"3",,"1",,"Male","> 60",,"Bachelor degree","East North Central",3306507774
"Novice","Not much",,,,,,"3",,,,,,,"2","4","3",,"4",,,"4",,,"3",,,,"3",,,,"5",,"3","3","3",,"3",,"3","3","Male","> 60","$100,000 - $149,999","Some college or Associate degree","South Atlantic",3306506845
"Novice","A lot",,,,,,,,,,"4",,,"4","5",,,"5","4",,"5",,"1","5",,,,,,"4",,"3",,,"3","2",,,,,,"Female","45-60","$0 - $24,999","Less than high school degree","Pacific",3306506826
"Intermediate","A lot",,,,,,"3",,,"3",,,"3","3","4","3",,"4",,"4","5",,"4","5",,,"3","2",,"3",,"2",,,"4","4",,,,"4","3","Female","18-29","$50,000 - $99,999","Bachelor degree","Middle Atlantic",3306504285
"Novice","Some",,,,,,,,,,,,,,"3","2",,"4",,,"4",,"3","4",,,,"2",,,,"2",,"3","1","3",,,"2","3",,"Male","> 60","$25,000 - $49,999","Bachelor degree","Pacific",3306504232
"Novice","Not much",,,,,,"5",,,,,,,"3","3","3",,"3",,,"3",,"3","3",,,,,,,,"5",,,,"4",,,,,,"Male","> 60","$25,000 - $49,999","Some college or Associate degree","Pacific",3306504153
"Novice","Not much",,"4",,,,,,,,,,,"4","2","4",,"4",,,"5",,"3","4",,,"3","4",,"3",,"5",,"3","2",,,,,"3","4","Male","> 60","$150,000+","Some college or Associate degree","South Atlantic",3306504014
"Novice","Some",,"4",,,,,,,,,,,,,,,"4",,,"3",,"3","4",,,,,,"4",,"5",,"4","3","3",,"3",,"2",,"Female","45-60","$150,000+","Bachelor degree","South Atlantic",3306503838
"Intermediate","A lot",,"3","3",,,"4",,"4",,,,,"3","4","4",,"5",,"3","4",,"5","4","3",,"4","3","5","4","4","4",,"5","4","5","4","3","3","4","3","Male","> 60","$50,000 - $99,999","Bachelor degree","Pacific",3306503789
"Advanced","A lot",,"5",,,,"4",,,,,,,"2","3","5",,"3",,"3","5",,"3","5",,,"5",,,"5",,"5",,"3","3","4",,,"3",,"3","Male","45-60",,"Bachelor degree","East North Central",3306503432
"Intermediate","Some",,"3","4","4",,"3",,"2","3","3",,"2","3","5","4",,"5","2","3","5",,"5","5",,"2","3","5","2","4","3","4","2","4","4","4","3","2","2","4","3","Female","30-44","$50,000 - $99,999","Some college or Associate degree","Pacific",3306503150
"Advanced","A lot",,"5",,,,"4",,"5","4","4",,,"2","5",,,"4","3",,"5",,"5","5",,,"5","4",,"5",,"4",,"5","5","5","3","5",,"5","3","Male","45-60","$100,000 - $149,999","Some college or Associate degree","Pacific",3306502970
"Novice","Some",,,,,,,,,,,,,,,,,,,,"3",,,"4",,,,,,,,"3",,"4",,,,,,,,"Female","30-44",,"Some college or Associate degree","Pacific",3306502451
"Intermediate","A lot","4",,"3","2",,"3",,,,"3","3","3","2","5","2",,"3",,,"5",,"5","3","2",,"4","2","3","5","3","3","4","4","5","4",,"4","4","3","2","Male","45-60","$100,000 - $149,999","Some college or Associate degree","Pacific",3306502337
"Intermediate","Some",,,"4","4",,,,,,,,,"4","4","4",,"3",,"1","5",,"3","4",,,,,,"4","3","5",,"4",,"3",,,,,"5","Female","30-44","$25,000 - $49,999","Bachelor degree","Pacific",3306501662
"Advanced","Some","4","4","3","3","3","4",,"4","3","3",,"3","2","5","4","3","4","3","5","4",,"4","4","3","3","3","4","4","3","3","3","3","5","5","4","4","3","3","4","2",,,,,,3306501359
"Intermediate","Some",,"4",,"3","2","4",,"5","4",,"3","4","2","2","3",,"5",,,"5",,"4","4",,,"5","2","1","5","3","4",,"3","1","2","3","5",,,"3","Female","30-44","$100,000 - $149,999","Bachelor degree","Middle Atlantic",3306500383
"Intermediate","A lot",,,,"3",,,,"3",,,,,"3","4","4",,"4",,,"4",,"4","4",,,,,,,,"4",,"4","4","5",,"3",,"3","3","Female","18-29","$25,000 - $49,999","Bachelor degree","West South Central",3306500230
"Intermediate","A lot",,"4","3",,,"4",,,,,,,"3","5","3",,"4",,,"5",,"4","5",,,"5",,"3","5",,"5",,"5","4","4",,,,"5","3","Female","18-29","$100,000 - $149,999","Bachelor degree","Pacific",3306500100
"Intermediate","Some","2","3",,,,"3",,"3",,,"2","3","4","4","3","2","5",,"2","5",,"3","5","3",,"4","3","1","4","4","5","3","4","1","4","2","4","1","1","4","Female","18-29","$50,000 - $99,999","Bachelor degree","South Atlantic",3306499446
"Novice","Not at all",,,"5","3",,"4",,,,,,,"3","5","5",,"4",,,"5",,"5","5",,,"3","5",,"4",,"5",,"5","3","5",,,,"5","5","Male","> 60","$100,000 - $149,999","Bachelor degree","Middle Atlantic",3306498919
"Intermediate","Some",,"3",,,,,,,,,,,"3","4","4",,,,,"4",,"4","3",,,,,,,"4","4",,"4","3","4",,,,,,"Male","> 60","$100,000 - $149,999","Bachelor degree","South Atlantic",3306498880
"Intermediate","Some",,,,"3",,"3",,"3",,,,,"1","3","3",,"2",,,"4",,"3","3",,,,"4","3","3",,"3",,"1","5","5",,,"2","3","4","Female","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic",3306498044
"Intermediate","A lot","4",,,"3",,,,"4",,"4",,,"3","3","3",,"4",,,"4",,"5","5",,,,"3","4","4","4","3",,"3","4","5","4","3","4","5","3","Female","30-44","$25,000 - $49,999","Bachelor degree","East North Central",3306497912
"Intermediate","A lot",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3306497829
"Novice","Some",,"4",,,,,,,,"4",,,"2","4","3",,"4",,,"5",,"4","4",,,,"3","3","4",,"4",,"3","3","4",,"4",,,"3","Male","45-60","$100,000 - $149,999","Graduate degree","West South Central",3306496317
"Advanced","Some","2","4","3","4","2","3","2","5","4","4","2","5","3","5","3","2","4","5","1","5","1","3","5","3","2","3","2","3","5","4","5","4","3","1","4","3","5","2","3","2","Female","30-44","$150,000+","Bachelor degree","South Atlantic",3306496115
"Intermediate","Some",,"4","4","4",,"3",,"4",,,"3","4","5","4","5",,"4",,"4","5",,"1","4","3",,"3","3",,"4",,"4",,"2","1","2","4",,,"3","5","Female","30-44","$100,000 - $149,999","Graduate degree","Middle Atlantic",3306495664
"Intermediate","Some",,"3","3",,,,,,"3",,,,"3","3","3",,"3",,,"4",,"2","4",,"3",,,,,,"3",,"3","4","4",,"3","3",,,"Male","> 60","$0 - $24,999","Bachelor degree","West South Central",3306494585
"Intermediate","Some","4",,,"5",,,,,"4",,,,"2","5","3",,"4",,,"5",,"4","4","3",,,"3","4","4","4","3",,"4","2","5","4",,"4","2","3","Female","18-29","$0 - $24,999","Some college or Associate degree","Pacific",3306494313
"Advanced","A lot",,"3",,"3",,"4",,"3","3","4",,"3","3","4","2",,"4",,"4","5",,"3","4","3",,"4","2","3","4","2","4",,"4","3","4","5","4","4","5","3","Male","> 60","$100,000 - $149,999","Graduate degree","Middle Atlantic",3306493656
"Intermediate","Some",,"5",,,,"5",,"4","4",,,"4","3","3","3",,"5","4",,"5",,"3","4",,,"3",,"3","4",,"5",,"3","2","4",,"4",,"4",,"Female","30-44",,"Bachelor degree","West South Central",3306492670
"Intermediate","Some",,"3",,"4",,"3",,,,,,,"3","5","3",,"3",,,"5",,"4","4","3",,"3",,,"4","4","5",,"5","4","3","3","4",,"2","3","Male","> 60","$100,000 - $149,999","Bachelor degree","West South Central",3306492439
"Novice","Some",,"3","3",,,,,,"3","4",,,"3","5","3",,"5",,,"4",,"3","5",,"3","3",,,"4",,"5",,"5","4","4",,,,"3",,"Female","30-44","$25,000 - $49,999","Some college or Associate degree","South Atlantic",3306492089
"Intermediate","A lot",,"4","2","3",,"3",,"3","3","3",,,"2","5","2",,"4",,,"5",,"5","5",,,"3",,,"4","3","4",,"3","5","5",,"3","3","3","4","Female","30-44","$100,000 - $149,999","Bachelor degree","New England",3306491638
"Advanced","Some",,,"4","4",,"4",,,,,,,"4","5","4",,"5",,,"5",,"5","4","4",,"5","3","3","5","4","5",,"5","1","4","3","4",,"3","3","Male","> 60","$150,000+","Graduate degree","West North Central",3306491547
"Advanced","Some",,"4","4","4",,"4",,,,,,,"3","4","4",,"4",,,"5",,"3","4","3",,"4",,,"4","3","4",,"4","3",,"3",,,,"4","Male","> 60","$50,000 - $99,999","Graduate degree","Middle Atlantic",3306491407
"Intermediate","A lot",,,,,,,,,,,,,"3","5","3",,"3",,,"5",,"4","3",,,"3","3",,"4",,"3",,"4",,"4",,"3",,"3",,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic",3306491277
"Novice","Some",,,,"4",,,,,,,,,"4",,"4",,"4",,,"4",,"4","4",,,,,"2","4",,"4",,"4","4","4",,,,,"4","Female","30-44","$0 - $24,999","Some college or Associate degree","Pacific",3306490100
"Advanced","Some","3","3","2","4","3","5","2","3","2","3","3","4","5","5","5","2","4","3","4","4","2","2","3","5","2","5","5","2","4","4","3","2","3","3","2","4","2","2","2","2","Male","> 60","$50,000 - $99,999","Graduate degree","South Atlantic",3306489736
"Novice","Some",,,,,,,,"3",,,,,"3","2","2",,"3",,,"3",,"4","4",,,,,"4","3",,"4",,"4","4","4",,,,"5",,"Male","30-44",,"Bachelor degree","Pacific",3306489431
"Intermediate","Some","3","4","3","3","3","4","3","4","4","4","3","4","2","5","4","3","4","4",,"4",,"4","4","3","3","3","4","4","4","3","3","3","5","5","4","4","4","3","4","2","Male","> 60","$0 - $24,999","Some college or Associate degree","West North Central",3306489108
"Novice","Some",,,"3",,,,,"4",,,,,"3","4","5",,"4",,,"4",,"3","3",,,,,,"3",,"3",,,"3","3",,,,"3",,"Male","> 60","$50,000 - $99,999","Some college or Associate degree","Mountain",3306488506
"Novice","Not much",,,"4",,,,,,,,,,"4","3","4",,,,,"4",,"4","4",,,,"3",,"4",,"4",,"4",,,,,,,"4","Male","> 60","$50,000 - $99,999","Some college or Associate degree","Middle Atlantic",3306487840
"Advanced","A lot",,,,,,,,,,,,,"3","3","2",,"5",,,"5",,,"5",,,"4",,,"5",,"4",,"4","5",,,,,"5","5","Female","18-29","$50,000 - $99,999","Graduate degree","New England",3306486581
"Intermediate","A lot",,,,,,,,,,"5",,,,"5",,,,,,"5",,,"4",,,,,,,"3","3",,,"4","5",,,"5",,,"Female","30-44","$50,000 - $99,999","Graduate degree","East North Central",3306486182
"Advanced","A lot",,,"4","3","4","4",,"4","4","4",,,"3","5","4",,"5",,,"5",,"5","5",,,"4","3","5","4","4","4",,"4","4","5",,"5","4","5","4","Female","30-44","$50,000 - $99,999","Bachelor degree","Pacific",3306485503
"Intermediate","Some",,"3",,,,"4",,"4",,"4",,,"2","5","3","4","3",,"4","4",,"5","5",,"3",,"3",,"3","3","5",,"4","4","4","4","4","3","4","2","Female","18-29",,"Bachelor degree","West South Central",3306484925
"Novice","Some",,,,"3",,,,,,,,,"3","5","4",,"5",,,"5",,"4","4","4",,"5",,"3","4","4","4",,"4","2","4","4","4",,"4","4","Male","> 60",,"Graduate degree","Middle Atlantic",3306484617
"Intermediate","Some",,,,,,,,,,,,,"3","5","3",,"4",,,"5",,"4","4",,,,,,,,"5",,"3","2","2",,,,,"4","Female","18-29","$100,000 - $149,999","Some college or Associate degree","South Atlantic",3306483704
"Advanced","A lot","3","3","3",,"3","4","3","4","4",,,"5","4","5","4",,"3","5","3","5",,"4","5",,,,"3","3","5",,"2",,"5","5","5",,"5",,"5","3","Female","18-29","$25,000 - $49,999","Some college or Associate degree","East North Central",3306483224
"Novice","Some",,,,,,"4",,,,,,,,,,,"3",,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,3306483087
"Intermediate","Some",,,,,,,,,,,,,,"3",,,"3",,,"5",,,"3",,,,,,,,"5",,,"3",,,,,,,"Male","45-60",,"Graduate degree","Middle Atlantic",3306482852
"Novice","Not at all",,,,,,,,,,,,,"3","3",,,,,,"5",,,,,,"3",,,,,"4",,"4",,,,,,,,"Male","> 60",,"Some college or Associate degree","Middle Atlantic",3306481757
"Novice","A lot","2","1","3","4","2","5","3","3","1","3",,"3","4","5","3","2","3","3","3","5","2","5","3","3",,"4","2","4","4","3","5","3","4","3","4","3","3","3","4","4","Male","> 60",,"Graduate degree","New England",3306481702
"Advanced","Some",,,,,,,,,,,,,"2","4","3",,"5",,,"5",,"3","3",,"3",,"3",,"5","4","3",,"3","4","4",,"4","4","3","3","Female","30-44",,"Bachelor degree","West North Central",3306481589
"Intermediate","Some",,"4",,,,"3",,,,"4",,"4","3","3","3",,"4","4","4","4",,"4","5",,,"4","3","3","4","4","4",,"4","4","4","4","4","4","4","4","Female","30-44","$100,000 - $149,999","Bachelor degree","Pacific",3306481290
"Intermediate","A lot",,,,,,,,,,,,,"2","4","3",,"5",,"4","4",,"4","3",,,,,"4",,,"3",,,"5","4",,,"4","4",,"Female","30-44","$50,000 - $99,999","Bachelor degree","Pacific",3306480913
"Advanced","Some",,"3","3",,,"3",,,,,,,"4","4","3",,"4",,"3","5",,"5","4",,,"3","3","4","4","3","4",,"5","4","4","3","3",,"4","3","Female","30-44","$50,000 - $99,999","Bachelor degree","Pacific",3306480621
"Expert","A lot","4","4","4","4",,"4","4","3",,"3",,,"3","5","4",,"4","3","4","5",,"5","4","3",,"4","3","5","4","4","4",,"5","4","5","5","4","5","5","3","Male","30-44",,"Graduate degree","South Atlantic",3306479866
"Intermediate","Some",,,,"3",,"3",,,,"3",,,"3","5","4",,"4",,,"5",,"4","4",,,"3","3",,"3","4","5",,"3","3","4",,"4",,"3","5","Female","> 60",,"Graduate degree","East North Central",3306479766
"Advanced","A lot",,"4",,"4",,"4",,"4",,,,,"2","5","2",,"5",,,"5","3","4","5","3",,"5","2","3","5","4","4",,"4","5","5","2","5","4","5","3","Female","45-60","$0 - $24,999","Bachelor degree","South Atlantic",3306479302
"Intermediate","Some",,,,,,,,"3","5","3",,,"3","3","3",,"3",,,"5",,,"5",,,,,,"4","4","2",,"3","4","5",,"4","4",,"3","Female","30-44",,"Some college or Associate degree","Pacific",3306479176
